0,1,2,4,6,8,9,10,12,13,14,16,17,18,19,20,21,23,24,33
0,1,2,4,5,7,9,10,11,13,14,15,17,18,19,20,21,22,24,33
0,7,9,10,12,13,14,15,16,17,18,18,19,20,21,22,23,24,25,33
0,4,6,7,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,33
0,5,7,8,10,11,12,13,14,16,17,17,18,19,20,21,22,23,25,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,4,6,8,9,10,12,13,14,16,17,18,19,20,21,22,24,33
0,7,9,11,12,13,15,16,17,18,18,19,20,21,21,22,23,24,25,33
0,5,7,9,10,11,12,14,15,16,17,18,18,19,20,21,22,23,25,33
0,6,8,9,10,12,13,14,15,16,17,18,19,19,20,21,22,23,25,33
0,5,8,9,10,12,13,14,15,16,17,18,19,19,20,21,22,23,25,33
0,5,7,9,10,11,13,14,15,16,17,18,19,19,20,21,22,23,25,33
0,4,7,9,10,11,13,14,15,16,17,18,19,20,21,21,22,23,25,33
0,5,7,9,10,12,13,14,15,16,17,18,19,20,21,21,22,23,25,30
0,6,8,9,11,12,13,14,15,16,17,18,19,20,20,21,22,23,25,33
0,6,8,9,11,12,14,15,16,17,18,18,19,20,21,21,22,23,24,29
0,2,5,7,9,11,12,13,15,16,17,17,18,19,20,21,22,23,24,30
0,5,7,8,10,11,13,14,15,16,17,18,18,19,20,21,22,23,24,30
0,5,8,10,12,13,14,15,16,17,17,18,19,19,20,21,22,23,24,30
0,4,6,8,9,11,12,13,14,15,16,17,17,18,19,20,21,22,23,30
0,4,6,8,9,11,12,13,14,15,16,17,17,18,19,20,21,22,23,27
0,4,6,7,9,11,12,13,14,15,16,17,18,18,19,19,20,22,23,28
0,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,23,28
0,7,10,11,13,13.974,14,15,15,16,17,17,18,18,19,20,21,21,23,25
0,6.9737,9,9,11,12,13,14,14,15,15,16,17,17,18,18,19,20.553,21.026,24
0,7,8,8,9,11,13,15,15.711,17,18,19,19,20,21,22,22,23,24,28
0,1,1,4,7,8,9,10,11,12,13,14,16,16,17,18,19,20,22,29
0,2,4,6,7,9,10,11,12,14,15,16,17,18,19,20,21,23,24,33
0,4,6,8,10,11,12,13,15,16,17,18,19,19,20,21,22,23,25,33
0,2,4,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,32
0,4,6,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,25,33
0,3,5,7,8,9,10,12,13,14,15,16,17,18,19,20,22,23,24,33
0,5,8,9,11,12,13,14,15,16,17,18,19,20,21,21,22,23,25,33
0,4,6,8,9,10.974,12,13,14,15,16,17,18,19,20,21,22,23,25,32
0,2,4,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,33
0,2,4,6,8,9,10,12,13,14,15,16,17,18,19,20,22,23,24,33
0,2,5,7,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,30
0,4,6,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,25,33
0,3,5,7,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,33
0,4,6,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,33
0,3,5,7,8,9.4474,11,12,13,14,16,17,18,19,20,21,22,23,24,33
0,2,4,6,8,9,10,11,12,14,15,16,17,18,19,20,21,23,24,33
0,1,4,7,8,9,11,12,13,15,16,17,18,19,20,21,22,23,24,33
0,2,7,8,10,11,12,13,14,15,16,17,18,19,20,20,21,22,24,30
0,3,5,7,8,9,11,12,13,14,15,17,18,19,19,21,22,23,24,33
0,2,5,7,8,9,11,12,13,14,15,16,18,18,19,21,22,23,24,33
0,1,4,6,8,9,10,11,13,14,15,16,17,18,19,20,22,23,24,33
0,4,6,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,25,33
0,4,7,9,10,11,13,14,15,16,17,18,19,19,20,21,22,23,25,33
0,5,7,9,10,11,12,14,15,16,17,18,19,20,20,21,22,23,25,33
0,2.0263,6,7,9,10,11,13,14,15,16,17,18,18,19,20,21,22,24,30
0,3,5,7,9,10,12,13,14,15,16,17,18,19,20,21,22,23,25,33
0,1,3,6,8,10,11,12,14,15,16,17,18,18,19,20,21,22,23,29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,7,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,32
0,6,8,9,11,12,13,14,15,16,17,18,18.868,19,20,21,22,23,25,30
0,3,4,6,8,9,11,12,13,14,15,17,18,19,20,21,22,23,24,29
0,8,10,12,13,15,16,17,17,18,19,19,20,21,21,22,23,24,25,30
0,6,7,9.6579,11,12,13,14,16,17,18,18,19,19,20,21,21,23,24,27
0,1,1,2,6,8,9,10,12,13,14,15,17,18,18,19,21,22,23,33
0,9.3421,11,13,14,15,15,16,16,17,18,18,19,20,20,21,22,23,25,30
0,3,4,5,6,8,10,11,13,14,15,16,17,17,18,19,20,22,24,30
0,2,8,9,10,12,13,14,15,16,17,18,18,19,20,21,22,23,25,29
0,6,7,8,9,10,11,13,14,15,16,17,18,19,19,20,22,23,24,29
0,7,9,10,12,13,14,15,16,17,18,19,20,21,22,22,23,24,26,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.7632,12,12.289,13,14,14.079,15,15.605,16,17.132,18,18.658,19.921,21,21.895,23,24.974,25.474,28
0,3,4,6,7,9,10,12,13,14,15,16,17,18,19,20,21,22,24,30
0,1,1,2,3,7,8,10,11,13,14,15,16,17,18,19,21,22,23,29
0,8.0263,10,11,12,14,15,15,16,16.237,17,18,19,19,20,20.395,21.921,23,24,26
0,1,1,1,1,1,1,1,2,2,2,6.8158,12.026,16,18,18.658,19.868,23,25,27
0,7,7,7,7,7.1579,7.7895,8.4211,9.0526,9.6842,10.316,10.947,11.579,12.211,12.842,13,13,13,13,13
0,9,11,13,14,15,16,17,18,19,20,20,21,21,22,22,23,24,25,29
0,4.5,5,7.5,8.5,11.5,12.5,14,14,15,16,17,17,18.5,20,21,22,23.5,25,28
0,3,5,7,9,11,13,14,15,16,17,17,18,18,19,20,20,22,23,29
0,7,10,12,13.658,14,15,16,16,17,18,18,18.974,19,20,20,21.132,22,23.711,27
0,4,5.7632,6,7.0263,8,9,9,11,12.184,14,15.447,16,17.711,19,21,22,23,24,26
0,8,10,10,11,12,12.5,13,14,15,15,16,17,17,18,18,19,20,21,25
0,6.9737,8,9.8421,10,10,11.342,12,12.289,13,14,14,14.184,15,15.263,17,18,18.553,21.026,22
0,5,5,5,5.7895,6.7368,7.6842,8.6316,9.5789,10.526,11.711,13.132,14.553,15.974,17.395,18.816,20,20,20,20
0,11,11.237,13.605,15.974,18.342,20.079,20.342,20.605,20.868,21.395,22.184,22.974,23.763,24.368,24.895,25.421,25.947,26,26
0,5,5,5,6.1842,7.6053,9.0263,10.447,11.868,13.289,14.079,14.237,14.395,14.553,14.711,14.868,15,15,15,15
0,0,0.23684,1,1,1,1,1,1,1,3,5.2105,10.842,13,15,16.026,17,17.763,20.132,23
0,1,1,5,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,29
0,8,8.9737,9.7105,11,12.184,13,13,14,15,15.868,16,18,20,20,21,21,22,23,26
0,8,8,8,8,8,8,9,10.447,12,13,14,16,17,18,19,21,22,23,26
0,0,1,1,1,2,2,7,9,11,13,15,16,17,18,19,21,22,23,30
0,8,10,12,13,15,16,17,18,18,19,20,21,21,22,23,24,25,26,33
0,9.8158,10.132,13.684,17.763,19,19.395,20,21,21.342,22,22,22.289,23,23,24,24.553,25,26.184,27
0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
0,10,12,15,15.447,17,18,18,19,20,20.868,21,21,22,22,23,23.289,25,26,30
0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0,14.658,16.632,17.974,18,18.579,20,20,20,20,20.079,21,21,21,21,21.868,22,22.184,23,23
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0,6.1579,9.0789,9.8684,10.658,11.447,13.421,18.026,18.816,19,19.789,21,21,21,21.553,22.342,23,23,23,23
0,8,9,10,11,12,13,15,17,18,19,20,20,21,22,23,24,24,26,29
0,10,12,13.079,14.605,15.132,17,17,18,18,18,19,19,20,20,21,21.921,22,24,26
0,5,8.0789,12.868,17.658,18.684,19.421,20.158,20.895,21.632,22.368,23.105,23.842,24.289,24.658,25.053,25.789,26.526,27,27
0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
0,8,11,13,14,15,16,17,18,19,20,20,21,22,23,23,24,25,26,33
